Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Beau Taylor","BAL","AAA",32,23,71,91,13,10,1,0,2,11,5,19,0,27,0,1,1,1,0,0,0.18309859,91,0.20879121,0.2967033,0.7037037,0.18309859,0.35164835,0.28169014,0.63333849,0.09859155,1.392857142857143,0.25581395,-0.20518896589055657,9.847729164950762,-1.9068927580190562,0.3084949150190249,83.77750666490788,0.25581395,1.46666667,0.15909091,0.5,0.34090909,0.06666667,0.13333333,0.46666667,0.17777778,0.35555556,0.07462687,178,224,402,"12384"
"Jason Krizan","SFG","AAA",33,67,244,267,72,39,24,2,7,41,33,20,0,42,0,3,3,2,1,1,0.29508197,267,0.07490637,0.15730337,0.47619048,0.29508197,0.34456929,0.49590164,0.84047093,0.20081967,4.065055741184563,0.32828283,-0.5668095876462758,41.02232687215892,1.8095481697806428,0.3588250781712907,104.6146899803122,0.32828283,1.24637681,0.22885572,0.4278607,0.34328358,0.10144928,0.10144928,0.44878049,0.23414634,0.31707317,0.05119153,441,692,1133,"12394"
"Taylor Motter","CIN","AAA",32,39,132,153,33,21,4,0,8,12,18,19,0,34,0,2,2,3,0,0,0.25,153,0.12418301,0.22222222,0.55882353,0.25,0.33986928,0.46212121,0.80199049,0.21212121,0.142857142857143,0.27173913,-0.2830192632973194,22.131459673606955,2.368194242679681,0.3517441831383051,111.9828084632903,0.27173913,0.66666667,0.18367347,0.32653061,0.48979592,0.3125,0.16666667,0.47,0.26,0.27,0.08717105,227,381,608,"12399"
"Taylor Motter","ATL","AAA",32,12,39,48,11,3,4,0,4,7,12,9,0,11,0,0,0,2,0,0,0.28205128,48,0.1875,0.22916667,0.81818182,0.28205128,0.41666667,0.69230769,1.10897436,0.41025641,0.689732142857143,0.29166667,-0.08490577898919582,11.479113099812352,5.278872964619481,0.4639212129016717,185.1398147413087,0.29166667,0.57142857,0.21428571,0.28571429,0.5,0.21428571,0.28571429,0.5,0.21428571,0.28571429,0.07272727,99,121,220,"12399"
"Kevin Pillar","LAD","AAA",33,36,127,153,40,22,6,3,9,37,34,20,0,17,3,3,3,4,2,1,0.31496063,153,0.13071895,0.11111111,1.17647059,0.31496063,0.41176471,0.62204724,1.03381195,0.30708661,6.84374163156108,0.29807692,-0.3074980857782066,33.59268963310485,11.122445657584711,0.4298613749298395,149.4985531519012,0.29807692,0.67924528,0.1981982,0.32432432,0.47747748,0.22641509,0.16981132,0.5,0.27192982,0.22807018,0.08333333,229,347,576,"12434"
"Curt Casali","SFG","AAA",33,3,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0.142857142857143,0,0,-1.2553195155072994,-2.2833698934722726,0,-100,0,0,0,0,0,0,0,,,,0.3030303,10,23,33,"12510"
"Curt Casali","SEA","AAA",33,5,13,17,4,3,1,0,0,3,1,3,0,3,1,0,0,0,0,0,0.30769231,17,0.17647059,0.17647059,1,0.30769231,0.47058824,0.38461538,0.85520362,0.07692307,2.196428580357143,0.4,-0.029655749443918467,3.3933484946896475,0.8966547196318547,0.4083610247163212,135.91368427275785,0.4,0.8,0.1,0.4,0.5,0,0,0.7,0,0.3,0.1,28,42,70,"12510"
"Kolten Wong","MIL","A+",31,2,6,7,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0.16666667,7,0.14285714,0.14285714,1,0.16666667,0.28571429,0.66666667,0.95238096,0.5,2.642857142857143,0,-0.00804873462766409,1.274943729513199,0.40566946344903193,0.399734480040414,146.6676029978192,0,0.5,0.25,0.25,0.5,0.5,0.5,0.2,0.2,0.6,0,14,13,27,"12532"
"John Hicks","CHC","AAA",32,67,256,272,66,35,17,2,12,33,29,12,0,76,2,2,2,3,6,3,0.2578125,272,0.04411765,0.27941176,0.15789474,0.2578125,0.29411765,0.48046875,0.7745864,0.22265625,5.449476663364852,0.31764706,-0.5031320010311902,35.01795253794674,-0.11674156147952527,0.3328605677713366,99.66773138496904,0.31764706,1.05882353,0.21348315,0.40449438,0.38202247,0.23529412,0.17647059,0.45054945,0.30769231,0.24175824,0.21816387,315,698,1013,"12547"
"Nick Ramirez","SEA","AAA",32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"12575"
"Alex Dickerson","ATL","AAA",32,72,251,278,62,35,17,2,8,29,34,21,0,54,3,3,3,7,0,0,0.24701195,278,0.07553957,0.1942446,0.38888889,0.24701195,0.30935252,0.42629482,0.73564734,0.17928287,2.7678571428571432,0.28125,-0.41745341336354613,33.50370505580639,-2.4060190605189864,0.32309616748377573,93.29981190408212,0.28125,1.45762712,0.26395939,0.43654822,0.29949239,0.20338983,0.13559322,0.425,0.17,0.405,0.10511364,359,697,1056,"12649"
"Dillon Thomas","LAA","AAA",29,69,260,306,77,48,17,1,11,47,52,31,0,75,12,3,3,2,3,4,0.29615385,306,0.10130719,0.24509804,0.41333333,0.29615385,0.39215686,0.49615385,0.88831071,0.2,3.650552900982281,0.37288136,-1.8529406865127385,55.20913168603733,10.268643734997067,0.3876846294387493,122.8494264374345,0.37288136,1.36065574,0.22994652,0.44385027,0.32620321,0.09836066,0.18032787,0.38829787,0.30851064,0.30319149,0.15255658,465,728,1193,"12719"
"Dillon Thomas","HOU","AAA",29,5,15,17,4,2,1,0,1,3,1,1,0,4,1,0,0,0,0,0,0.26666667,17,0.05882353,0.23529412,0.25,0.26666667,0.35294118,0.53333333,0.88627451,0.26666666,2.642857142857143,0.3,-0.01694614253938198,2.90317614765041,0.40648237259261694,0.37728870966855216,116.28082613308106,0.3,2,0.18181818,0.54545455,0.27272727,0,0.33333333,0.36363636,0.09090909,0.54545455,0.11940299,26,41,67,"12719"
"Brad Miller","TEX","AAA",32,2,8,9,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,9,0.11111111,0.55555556,0.2,0,0.11111111,0,0.11111111,0,2.642857142857143,0,-0.004236535634845495,-0.9268595337513202,-2.2486385911348576,0.08227454953723484,-70.12212279910376,0,2,0,0.66666667,0.33333333,0,0,1,0,0,0.27272727,9,24,33,"12775"
"Brad Miller","TEX","AA",32,3,11,13,2,0,1,0,1,3,3,2,0,3,0,0,0,0,0,0,0.18181818,13,0.15384615,0.23076923,0.66666667,0.18181818,0.30769231,0.54545455,0.85314686,0.36363637,2.642857142857143,0.14285714,-0.010973974131047726,1.9616364146142458,0.13308911570601192,0.3610642139728253,107.27840706037384,0.14285714,0.4,0.125,0.25,0.625,0.2,0.2,0.125,0.25,0.625,0.1,28,32,60,"12775"
"Andy Burns","LAD","AAA",31,71,227,267,44,27,10,0,7,38,32,37,1,77,1,2,2,4,5,3,0.1938326,267,0.13857678,0.28838951,0.48051948,0.1938326,0.3071161,0.33039648,0.63751258,0.13656388,4.105686517614725,0.25517241,-0.8217002302408218,24.078490137322454,-15.134288565055819,0.29043797263525484,61.40470258452274,0.25517241,0.84745763,0.24827586,0.34482759,0.40689655,0.3559322,0.11864407,0.54248366,0.1503268,0.30718954,0.11555556,429,696,1125,"12779"
"Taylor Davis","PIT","AAA",32,35,103,123,29,25,4,0,0,8,14,13,0,19,1,3,3,3,0,0,0.2815534,123,0.10569106,0.15447154,0.68421053,0.2815534,0.35833333,0.32038835,0.67872168,0.03883495,0.708333330357143,0.33333333,-0.2759437817148864,14.068308353467504,-1.8198069929642282,0.3158069685101509,88.54611164833383,0.33333333,2.33333333,0.24050633,0.53164557,0.2278481,0.22222222,0,0.43373494,0.20481928,0.36144578,0.09641256,165,281,446,"12782"
"Michael Kelly","PHI","AAA",29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"12791"
"James McCann","NYM","AA",32,9,38,41,10,7,2,0,1,5,3,3,0,17,0,0,0,1,0,0,0.26315789,41,0.07317073,0.41463415,0.17647059,0.26315789,0.31707317,0.39473684,0.71181001,0.13157895,1.601190455357143,0.45,-0.06901346612721682,4.840313924025145,-0.2911676191581813,0.3170927239627373,94.32585664183145,0.45,0.71428571,0.4,0.25,0.35,0,0.14285714,0.42857143,0.38095238,0.19047619,0.16847826,67,117,184,"12859"
"Phillip Evans","NYY","AAA",29,73,254,285,58,35,15,0,8,32,21,25,0,41,5,1,1,11,2,2,0.22834646,285,0.0877193,0.14385965,0.6097561,0.22834646,0.30877193,0.38188976,0.69066169,0.1535433,2.635022847113083,0.24271845,-0.9641952444799244,31.35089376885658,-5.463032033851093,0.31061543770003736,85.1604198282779,0.24271845,0.90804598,0.20192308,0.37980769,0.41826923,0.28735632,0.09195402,0.49295775,0.19248826,0.31455399,0.08170845,400,677,1077,"12950"
"Michael Perez","PIT","AAA",29,8,17,27,5,4,1,0,0,3,2,10,0,5,0,0,0,1,0,0,0.29411765,27,0.37037037,0.18518519,2,0.29411765,0.55555556,0.35294118,0.90849674,0.05882353,0.767857142857143,0.41666667,-0.0990567421540618,6.121240347443783,2.6336052713977938,0.44915915418554236,175.51263862111318,0.41666667,3.5,0.25,0.58333333,0.16666667,0.5,0,0.5,0.41666667,0.08333333,0.07482993,71,76,147,"12977"
"Michael Perez","NYM","AAA",29,5,17,20,2,1,0,0,1,1,2,2,0,7,0,1,1,2,0,0,0.11764706,20,0.1,0.35,0.28571429,0.11764706,0.2,0.29411765,0.49411765,0.17647059,0.142857142857143,0.1,-0.021226444747298956,0.6308457327064423,-1.952587656957254,0.2174759715795517,24.41888903466421,0.1,0.66666667,0.09090909,0.36363636,0.54545455,0,0.16666667,0.36363636,0.36363636,0.27272727,0.15294118,36,49,85,"12977"
"Cam Gallagher","KCR","AAA",29,10,33,36,6,3,1,0,2,3,5,3,0,12,0,0,0,1,0,0,0.18181818,36,0.08333333,0.33333333,0.25,0.18181818,0.25,0.39393939,0.64393939,0.21212121,0.41071426785714293,0.21052632,-0.04245288949459791,3.0877345678389045,-1.5624455335557483,0.2818491972155041,66.40032214908946,0.21052632,1.85714286,0.04761905,0.61904762,0.33333333,0.14285714,0.28571429,0.57142857,0.23809524,0.19047619,0.09774436,45,88,133,"12981"
"Cam Gallagher","SDP","AAA",29,4,15,16,3,1,2,0,0,3,3,0,0,3,0,1,1,3,0,0,0.2,16,0,0.1875,0,0.2,0.1875,0.33333333,0.52083333,0.13333333,2.642857142857143,0.23076923,-0.004236535634845495,0.2570663516860807,-2.09276308366243,0.21056871861219406,10.939787706249172,0.23076923,1.75,0.15384615,0.53846154,0.30769231,0,0,0.53846154,0.30769231,0.15384615,0.09677419,22,40,62,"12981"
"Erick Castillo","CHC","AAA",29,24,81,89,20,19,1,0,0,6,8,3,0,16,4,0,0,3,0,0,0.24691358,89,0.03370787,0.17977528,0.1875,0.24691358,0.30681818,0.25925926,0.56607744,0.01234568,1.1482919553571431,0.30769231,-0.18396252114325762,6.682923161616442,-4.813355422387008,0.2691695222800428,58.13118665126493,0.30769231,2.53333333,0.171875,0.59375,0.234375,0.6,0,0.33333333,0.25757576,0.40909091,0.12585034,86,208,294,"12990"
"Mitch Walding","SDP","AA",29,7,22,29,1,0,1,0,0,0,3,7,0,8,0,0,0,0,1,0,0.04545455,29,0.24137931,0.27586207,0.875,0.04545455,0.27586207,0.09090909,0.36677116,0.04545454,3.627581743856496,0.07142857,0.1615910935215652,0.8662941203242378,-3.2127729310864375,0.2237532303251069,21.23755528913517,0.07142857,0.85714286,0.07142857,0.42857143,0.5,0.42857143,0,0.64285714,0.14285714,0.21428571,0.13432836,60,74,134,"13006"
"John Andreoli","PHI","AAA",32,36,104,136,16,10,3,1,2,15,11,29,0,49,0,1,1,1,6,1,0.15384615,136,0.21323529,0.36029412,0.59183673,0.15384615,0.3358209,0.25961538,0.59543628,0.10576923,6.667355252783569,0.25925926,0.47191176237538457,13.075896939064304,-4.491450110648831,0.2941662375606708,74.43296305390533,0.25925926,0.57142857,0.2,0.29090909,0.50909091,0.28571429,0.07142857,0.38596491,0.19298246,0.42105263,0.10798122,294,345,639,"13012"
"John Andreoli","MIN","AAA",32,38,112,144,18,7,3,0,8,27,16,30,0,55,1,0,0,2,7,1,0.16071429,144,0.20833333,0.38194444,0.54545455,0.16071429,0.34265734,0.40178571,0.74444305,0.24107142,5.9920338585182895,0.20408163,0.6789872469380498,19.35425178539452,0.7535313798159067,0.3395818901228738,104.0510870728959,0.20408163,1,0.17857143,0.41071429,0.41071429,0.17391304,0.34782609,0.54385965,0.19298246,0.26315789,0.10267857,297,375,672,"13012"
"Teoscar Hernandez","TOR","A",29,3,11,13,5,1,2,0,2,4,4,1,0,3,0,1,1,0,1,0,0.45454545,13,0.07692308,0.23076923,0.33333333,0.45454545,0.46153846,1.18181818,1.64335664,0.72727273,7.5,0.42857143,0.18758714571595192,4.900627489140376,3.3827877742556183,0.6677034726509681,322.86857703630824,0.42857143,0,0.5,0,0.5,0,0.5,0.44444444,0.44444444,0.11111111,0.14285714,17,32,49,"13066"
"Jose Briceno","KCR","AAA",29,31,97,106,22,14,6,0,2,13,16,5,0,24,3,1,1,0,0,0,0.22680412,106,0.04716981,0.22641509,0.20833333,0.22680412,0.28301887,0.35051546,0.63353433,0.12371134,2.267857142857143,0.27777778,-0.15566059481352568,9.324023434598988,-4.368173530618602,0.2844513767170456,68.09735105538496,0.27777778,0.82352941,0.13888889,0.38888889,0.47222222,0.38235294,0.05882353,0.55405405,0.17567568,0.27027027,0.14646465,124,272,396,"13151"
"Robel Garcia","CHC","AAA",29,41,139,165,41,21,7,1,12,26,30,24,1,51,0,2,2,2,0,1,0.29496403,165,0.14545455,0.30909091,0.47058824,0.29496403,0.39393939,0.61870504,1.01264443,0.32374101,3.308340509837964,0.37179487,-0.7634656634181738,34.359999692062935,13.046674227337437,0.4272335313442277,161.21369585863206,0.37179487,0.74285714,0.31460674,0.29213483,0.39325843,0.25714286,0.34285714,0.55555556,0.21111111,0.23333333,0.13854595,315,414,729,"13167"
"Max Muncy","LAD","AAA",31,4,14,17,2,1,0,0,1,1,2,3,0,6,0,0,0,0,0,0,0.14285714,17,0.17647059,0.35294118,0.5,0.14285714,0.29411765,0.35714286,0.65126051,0.21428572,0.142857142857143,0.14285714,-0.01694614253938198,1.5810534471780597,-0.9156403278797328,0.2934785695636974,63.32588573628586,0.14285714,2.5,0.125,0.625,0.25,0,0.5,0.75,0,0.25,0.11111111,34,47,81,"13301"
"Ildemaro Vargas","CHC","AAA",30,25,104,112,29,21,3,4,1,16,7,7,0,12,0,1,1,1,1,0,0.27884615,112,0.0625,0.10714286,0.58333333,0.27884615,0.32142857,0.41346154,0.73489011,0.13461539,6.610010867145649,0.30434783,0.0018865186721086502,13.544059088191375,-0.9231678939253242,0.3235854522458145,93.6189022604921,0.30434783,1.18181818,0.22580645,0.41935484,0.35483871,0.3030303,0.03030303,0.47311828,0.2688172,0.25806452,0.05072464,150,264,414,"13324"
"Ildemaro Vargas","WSN","AAA",30,48,174,197,39,26,11,0,2,21,18,20,0,25,0,2,2,4,2,2,0.22413793,197,0.10152284,0.12690355,0.8,0.22413793,0.30102041,0.32183908,0.62285949,0.09770115,2.8811646555825594,0.24832215,-0.8297610944136977,17.49615844329785,-7.950660444889559,0.28546099212704873,68.75577855202832,0.24832215,1.45098039,0.16666667,0.49333333,0.34,0.21568627,0.03921569,0.43421053,0.20394737,0.36184211,0.0605227,276,451,727,"13324"
"Deven Marrero","NYM","AAA",31,30,99,114,23,19,0,2,2,14,16,14,0,20,0,0,0,0,2,1,0.23232323,114,0.12280702,0.1754386,0.7,0.23232323,0.32743363,0.33333333,0.66076696,0.1010101,6.06235078679208,0.27272727,-0.2856353600509465,12.053967576460305,-2.671602744622763,0.30555065912483015,81.85739033280261,0.27272727,0.8,0.18181818,0.36363636,0.45454545,0.22857143,0.05714286,0.35443038,0.27848101,0.36708861,0.09312639,174,277,451,"13325"
"Jake Lamb","LAD","AAA",31,61,231,276,67,40,12,0,15,44,50,39,0,74,3,3,3,6,1,1,0.29004329,276,0.14130435,0.26811594,0.52702703,0.29004329,0.39492754,0.53679654,0.93172408,0.24675325,2.2147069309210154,0.35862069,-0.6642499072477221,52.7220149772089,12.187457217447092,0.3991073924994123,130.0668315901683,0.35862069,1.14814815,0.275,0.3875,0.3375,0.2037037,0.27777778,0.46583851,0.24223602,0.29192547,0.1207483,470,706,1176,"13329"
"Luke Maile","CLE","AAA",31,6,16,20,9,5,2,0,2,6,6,4,0,3,0,0,0,0,0,0,0.5625,20,0.2,0.15,1.33333333,0.5625,0.65,1.0625,1.7125,0.5,1.790584392857143,0.63636364,-0.06367933424189687,8.716907183408322,6.133473793744626,0.6974168926477432,337.41559655784516,0.63636364,0.8,0.30769231,0.30769231,0.38461538,0,0.4,0.38461538,0.30769231,0.30769231,0.07792208,38,39,77,"13355"
"Tyler Naquin","CIN","AAA",31,4,13,16,4,1,1,1,1,2,2,3,0,4,0,0,0,0,0,0,0.30769231,16,0.1875,0.25,0.75,0.30769231,0.4375,0.76923077,1.20673077,0.46153846,3.0595238303571426,0.375,-0.02830192632973194,4.24569635867693,2.1789496469459726,0.49503206089138985,205.4289640127717,0.375,1.33333333,0.22222222,0.44444444,0.33333333,0,0.33333333,0.55555556,0.33333333,0.11111111,0.08695652,32,37,69,"13359"
"Stephen Piscotty","OAK","AAA",31,5,21,23,8,7,1,0,0,2,1,1,0,3,1,0,0,2,0,0,0.38095238,23,0.04347826,0.13043478,0.33333333,0.38095238,0.43478261,0.42857143,0.86335404,0.04761905,0.906746017857143,0.44444444,-0.03812882071360946,4.311605739485234,0.9337259261717498,0.3952702672585197,127.6423667441212,0.44444444,3,0.33333333,0.5,0.16666667,0,0,0.38888889,0.33333333,0.27777778,0.13186813,33,58,91,"13367"
"Erik Gonzalez","MIA","AAA",30,69,264,283,82,64,15,1,2,29,26,16,0,59,2,1,1,5,7,2,0.31060606,283,0.0565371,0.20848057,0.27118644,0.31060606,0.35335689,0.39772727,0.75108416,0.08712121,4.500974313024656,0.39215686,-0.084478416480124,37.6834915919709,1.1279091282295939,0.33810122821861777,103.08546342914475,0.39215686,2.47916667,0.165,0.595,0.24,0.125,0.04166667,0.44174757,0.19417476,0.36407767,0.14198161,338,641,979,"13369"
"Wynton Bernard","COL","AAA",31,87,345,377,112,63,24,8,17,78,74,28,0,55,1,3,3,7,26,2,0.32463768,377,0.07427056,0.14588859,0.50909091,0.32463768,0.37400531,0.5884058,0.96241111,0.26376812,9.25912774089013,0.3442029,3.776530822739005,73.45062020495828,18.08276413455901,0.40321044011204565,132.65931791104043,0.3442029,1.75324675,0.25088339,0.4770318,0.27208481,0.22077922,0.22077922,0.45392491,0.17406143,0.37201365,0.08749096,540,843,1383,"13408"
"Christian Lopes","OAK","AAA",29,53,187,216,48,31,14,1,2,24,22,23,0,56,4,2,2,2,4,1,0.25668449,216,0.10648148,0.25925926,0.41071429,0.25668449,0.34722222,0.37433155,0.72155377,0.11764706,4.832164302061637,0.35114504,0.03742695692926645,26.8767750218691,-4.845922355335793,0.32734488475101964,84.72411630790909,0.35114504,0.61403509,0.3030303,0.26515152,0.43181818,0.1754386,0.03508772,0.45112782,0.27819549,0.27067669,0.12781065,326,519,845,"13472"
"Dwight Smith Jr.","CHW","AAA",29,14,55,60,13,10,2,0,1,6,5,5,0,13,0,0,0,0,0,0,0.23636364,60,0.08333333,0.21666667,0.38461538,0.23636364,0.3,0.32727273,0.62727273,0.09090909,1.356092455357143,0.29268293,-0.10613222373649478,5.4011040580583956,-2.3491961109326933,0.28689191738764447,69.68896610828294,0.29268293,2.09090909,0.19047619,0.54761905,0.26190476,0.36363636,0.09090909,0.47619048,0.30952381,0.21428571,0.12389381,84,142,226,"13473"
"Roman Quinn","KCR","AAA",29,7,24,32,6,4,0,0,2,5,4,6,0,10,1,1,1,0,1,0,0.25,32,0.1875,0.3125,0.6,0.25,0.40625,0.5,0.90625,0.25,4.60268588479614,0.30769231,0.1221697055734694,5.856989065041731,1.7234956415798166,0.3973053954541683,141.6958602570206,0.30769231,1.6,0.13333333,0.53333333,0.33333333,0,0.4,0.66666667,0.26666667,0.06666667,0.12598425,57,70,127,"13546"
"Roman Quinn","PHI","AAA",29,6,17,25,5,1,3,0,1,8,2,8,0,4,0,0,0,0,0,1,0.29411765,25,0.32,0.16,2,0.29411765,0.52,0.64705882,1.16705882,0.35294117,3.690476189880952,0.33333333,-0.5158238080330193,6.722180219526738,3.492888482447118,0.4992238688468933,208.1626798328812,0.33333333,0,0.16666667,0,0.83333333,0.1,0.1,0.30769231,0.30769231,0.38461538,0.12264151,54,52,106,"13546"
"Jose Peraza","NYY","AAA",28,63,209,229,50,33,12,0,5,20,29,12,0,27,5,3,3,8,3,1,0.23923445,229,0.05240175,0.11790393,0.44444444,0.23923445,0.29257642,0.36842105,0.66099747,0.1291866,3.190951263651317,0.25,-0.20591854397207499,22.15708338618402,-7.423228925465302,0.2948897897416327,74.90483248703941,0.25,0.56382979,0.20540541,0.28648649,0.50810811,0.26595745,0.05319149,0.46236559,0.21505376,0.32258065,0.08564232,266,528,794,"13593"
"Jose Peraza","BOS","AAA",28,8,28,30,6,5,1,0,0,2,2,0,0,4,2,0,0,1,0,0,0.21428571,30,0,0.13333333,0,0.21428571,0.26666667,0.25,0.51666667,0.03571429,1.601190455357143,0.25,-0.0495283710770309,1.6054343614251905,-2.269715723070354,0.24355876644452412,41.42895956077998,0.25,0.72727273,0.20833333,0.33333333,0.45833333,0.45454545,0,0.45833333,0.125,0.41666667,0.09433962,35,71,106,"13593"
"Carl Edwards Jr.","WSN","AAA",30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"13607"
"Mallex Smith","TOR","AAA",29,25,77,91,15,14,1,0,0,15,5,13,0,23,1,0,0,2,11,2,0.19480519,91,0.14285714,0.25274725,0.56521739,0.19480519,0.31868132,0.20779221,0.52647353,0.01298702,7.051304063982176,0.27777778,1.0975976008921862,6.521662275387169,-5.232959647582649,0.2651068456880339,55.48168472048537,0.27777778,2.25,0.22,0.54,0.24,0.16666667,0,0.33962264,0.30188679,0.35849057,0.13586957,141,227,368,"13608"
"Carson Kelly","ARI","AAA",27,5,17,22,6,2,2,0,2,4,3,4,0,1,0,1,1,0,0,0,0.35294118,22,0.18181818,0.04545455,4,0.35294118,0.45454545,0.82352941,1.27807486,0.47058823,1.080357142857143,0.26666667,-0.02541921380907297,6.2240832066543454,2.993067733050144,0.4981329007582231,192.63551219429385,0.26666667,0.22222222,0.3125,0.125,0.5625,0.22222222,0.22222222,0.29411765,0.52941176,0.17647059,0.09302326,36,50,86,"13620"
"Jeimer Candelario","DET","AAA",28,4,16,19,6,3,2,0,1,3,3,2,0,3,0,1,1,0,0,0,0.375,19,0.10526316,0.15789474,0.66666667,0.375,0.42105263,0.6875,1.10855263,0.3125,1.303571455357143,0.38461538,-0.035377407912164927,4.440120503992386,1.9858587838118746,0.4574425502827293,180.91471123404938,0.38461538,1,0,0.5,0.5,0.14285714,0.14285714,0.35714286,0.14285714,0.5,0.09876543,30,51,81,"13621"
"Preston Tucker","ATL","AAA",31,74,268,309,72,47,16,0,9,37,47,30,1,48,6,5,5,7,1,0,0.26865672,309,0.09708738,0.15533981,0.625,0.26865672,0.34951456,0.42910448,0.77861904,0.16044776,2.4270232401574927,0.29166667,-0.38018948677927256,42.99194865788793,3.0779027875838256,0.3451944065171403,107.7113274800182,0.29166667,1.50724638,0.21004566,0.47488584,0.31506849,0.31884058,0.13043478,0.44690265,0.16814159,0.38495575,0.08252427,485,751,1236,"13633"
"Jharel Cotton","MIN","AAA",30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"13654"
"Terrance Gore","NYM","CPX",31,4,12,15,3,1,2,0,0,3,1,3,0,3,0,0,0,0,1,0,0.25,15,0.2,0.2,1,0.25,0.4,0.41666667,0.81666667,0.16666667,6.785714285714286,0.33333333,0.19712251937016845,2.657447676874915,0.6508893480079567,0.39799565076828003,132.4380975446397,0.33333333,1,0.25,0.375,0.375,0.33333333,0,0.44444444,0.33333333,0.22222222,0.06451613,13,18,31,"13658"
"Terrance Gore","NYM","AAA",31,19,47,54,12,12,0,0,0,9,3,5,0,15,0,0,0,0,5,2,0.25531915,54,0.09259259,0.27777778,0.33333333,0.25531915,0.32692308,0.25531915,0.58224223,0,6.245219372569282,0.375,-0.02457211958244443,4.500226488170437,-2.4750436639215434,0.27896117247067964,64.51687734016662,0.375,1.45454545,0.12903226,0.51612903,0.35483871,0.36363636,0,0.52941176,0.29411765,0.17647059,0.07352941,77,127,204,"13658"
"Jack Lopez","DET","AAA",29,70,218,229,36,23,7,1,5,25,24,8,0,82,1,1,1,3,5,2,0.16513761,229,0.0349345,0.3580786,0.09756098,0.16513761,0.19736842,0.27522936,0.47259778,0.11009175,6.373915679500141,0.23484848,-0.1307043433189392,5.726869031278644,-23.853443280370676,0.2097194291520537,19.36040759455838,0.23484848,1.11538462,0.18518519,0.42962963,0.38518519,0.15384615,0.09615385,0.44927536,0.21014493,0.34057971,0.17780172,276,652,928,"13663"
"Tyrone Taylor","MIL","AAA",28,2,8,8,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.375,8,0,0.125,0,0.375,0.375,0.375,0.75,0,6.020298558574823,0.42857143,0.17877355823293328,1.0799324122028873,0.046559056337408665,0.3402787372469902,104.50554062315787,0.42857143,0.66666667,0.28571429,0.28571429,0.42857143,0.33333333,0,0.42857143,0.14285714,0.42857143,0.03571429,9,19,28,"13675"
"David Dahl","WSN","AAA",28,16,59,70,13,8,4,0,1,8,8,8,0,19,1,2,2,0,1,0,0.22033898,70,0.11428571,0.27142857,0.42105263,0.22033898,0.31428571,0.33898305,0.65326876,0.11864407,4.170953453218223,0.29268293,0.07971681607887149,6.94712052655888,-2.094896337264057,0.2978441476821899,76.83153693678977,0.29268293,1,0.21052632,0.39473684,0.39473684,0.13333333,0.06666667,0.39473684,0.34210526,0.26315789,0.1755102,88,157,245,"13744"
"David Dahl","MIL","AAA",28,67,252,280,74,49,15,1,9,44,41,26,0,62,0,2,2,4,3,0,0.29365079,280,0.09285714,0.22142857,0.41935484,0.29365079,0.35714286,0.46825397,0.82539683,0.17460318,4.7537701317710015,0.35519126,0.06933889025822282,43.26346570228315,7.095398246991399,0.36345155941588536,119.61785283596424,0.35519126,1.25,0.24210526,0.42105263,0.33684211,0.203125,0.140625,0.41052632,0.23684211,0.35263158,0.11969112,354,682,1036,"13744"
"Elier Hernandez","TEX","AAA",27,62,207,231,61,35,11,4,11,40,35,20,0,45,3,1,1,8,9,2,0.29468599,231,0.08658009,0.19480519,0.44444444,0.29468599,0.36363636,0.54589372,0.90953008,0.25120773,7.769034602861303,0.32894737,0.5205729836598039,41.12756642089664,7.20190394805252,0.385119214718476,121.22848434814588,0.32894737,1.44897959,0.23566879,0.4522293,0.31210191,0.12244898,0.2244898,0.50306748,0.23312883,0.26380368,0.13971397,322,587,909,"13750"
